IDs,S,E,labels
9_57229,1.2581,15.299,0
9_57230,1.2581,15.299,0
9_57231,1.2581,15.299,0
9_57232,1.2581,15.299,0
9_57233,1.2581,15.299,0
9_57234,1.2581,15.299,0
9_57235,1.2581,15.299,0
9_57236,1.2581,15.299,0
9_57237,1.2581,15.299,0
9_57238,1.2581,15.299,0
9_57239,1.2581,15.299,0
9_57240,1.2581,15.299,0
9_57241,1.2581,15.299,0
9_57242,1.2581,15.299,0
9_57243,0.89005,7.08916,0
9_57244,0.91997,10.398,0
9_57245,0.88319,5.7736,0
9_57246,0.77212,13.6926,0
9_57247,0.77023,12.6505,0
9_57248,0.77023,12.6505,0
9_57249,0.77014,12.0398,0
9_57250,1.113,5.63862,0
9_57251,1.0822,1.32001,0
9_57252,0.91842,10.3239,0
9_57253,1.0984,5.17147,0
9_57254,0.86184,2.78055,0
9_57255,1.066,5.60145,0
9_57256,1.0832,8.52926,0
9_57257,0.80146,12.5308,0
9_57258,0.80146,12.5308,0
9_57259,1.1081,2.5315,0
9_57260,0.77058,13.7918,0
9_57261,0.7783,11.9721,0
9_57262,0.95753,7.39723,0
9_57263,0.7618,12.1104,0
9_57264,0.95649,7.46924,0
9_57265,1.0575,5.49507,0
9_57266,0.88831,5.71235,0
9_57267,0.88831,5.71235,0
9_57268,0.88831,5.71235,0
9_57269,0.78449,12.9695,0
9_57270,0.92899,4.42894,0
9_57271,1.0536,2.04305,0
9_57272,1.0448,2.19377,0
9_57273,1.1177,4.49384,0
9_57274,1.0363,2.60708,0
9_57275,1.0526,6.84219,0
9_57276,1.1166,4.49603,0
9_57277,0.9235,3.46322,0
9_57278,0.76615,10.7584,0
9_57279,1.0572,4.89047,0
9_57280,0.95356,6.53295,0
9_57281,0.77436,11.7597,0
9_57282,0.77436,11.7597,0
9_57283,0.77436,11.7597,0
9_57284,0.77436,11.7597,0
9_57285,0.90949,5.12648,0
9_57286,1.0724,5.40937,0
9_57287,1.1198,3.29687,0
9_57288,0.95163,3.06587,0
9_57289,0.77454,11.5901,0
9_57290,0.95572,6.67121,0
9_57291,0.99494,6.61231,0
9_57292,0.77391,11.6169,0
9_57293,1.0926,2.70987,0
9_57294,0.77376,11.6131,0
9_57295,1.0587,0.883564,0
9_57296,0.77366,11.6196,0
9_57297,0.7808,13.9073,0
9_57298,1.0409,2.74008,0
9_57299,0.92833,11.6028,0
9_57300,0.92833,11.6028,0
9_57301,0.92833,11.6028,0
9_57302,0.92833,11.6028,0
9_57303,0.92833,11.6028,0
9_57304,0.92833,11.6028,0
9_57305,0.92833,11.6028,0
9_57306,0.92833,11.6028,0
9_57307,0.92833,11.6028,0
9_57308,0.92833,11.6028,0
9_57309,0.92833,11.6028,0
9_57310,0.92833,11.6028,0
9_57311,0.99888,8.61103,0
9_57312,0.99888,8.61103,0
9_57313,0.81111,9.41314,0
9_57314,1.0527,1.48214,0
9_57315,0.76487,12.3167,0
9_57316,0.77944,14.0574,0
9_57317,0.77944,14.0574,0
9_57318,0.76142,10.8056,0
9_57319,1.1037,9.93066,0
9_57320,0.93005,7.54518,0
9_57321,1.0081,1.35081,0
9_57322,0.99373,6.70961,0
9_57323,1.096,2.59059,0
9_57324,0.84067,5.43875,0
9_57325,0.84067,5.43875,0
9_57326,0.7789,14.1344,0
9_57327,1.1189,6.77254,0
9_57328,1.0549,1.93444,0
9_57329,0.90847,9.8425,0
9_57330,1.1028,9.99917,0
9_57331,0.75963,11.0609,0
9_57332,1.0738,5.54878,0
9_57333,1.0592,7.40032,0
9_57334,1.1174,2.32318,0
9_57335,1.0309,2.64559,0
9_57336,0.91257,3.33733,0
9_57337,0.96242,7.15825,0
9_57338,0.96242,7.15825,0
9_57339,0.91179,4.96272,0
9_57340,1.0458,1.98375,0
9_57341,0.76078,12.2586,0
9_57342,0.76639,9.49015,0
9_57343,0.95692,3.11862,0
9_57344,1.0709,5.42614,0
9_57345,1.0656,5.09216,0
9_57346,1.0585,1.63376,0
9_57347,1.1154,5.41877,0
9_57348,0.80574,4.03906,0
9_57349,1.0399,2.93616,0
9_57350,1.041,2.97817,0
9_57351,1.0347,2.75088,0
9_57352,1.0401,5.14893,0
9_57353,0.78456,14.1037,0
9_57354,0.76281,10.1108,0
9_57355,1.046,6.35338,0
9_57356,1.0359,2.7877,0
9_57357,0.92471,10.9779,0
9_57358,0.93284,11.1719,0
9_57359,0.75954,12.3469,0
9_57360,1.0927,6.57585,0
9_57361,1.0902,2.10998,0
9_57362,1.1287,4.1537,0
9_57363,1.1287,4.1537,0
9_57364,0.98996,0.912558,0
9_57365,0.68481,7.14663,0
9_57366,0.89472,4.90496,0
9_57367,1.0785,6.02982,0
9_57368,1.1046,9.59152,0
9_57369,0.89304,5.17544,0
9_57370,0.77985,12.5925,0
9_57371,1.0397,2.89455,0
9_57372,1.1357,2.6725,0
9_57373,0.92689,3.26466,0
9_57374,1.0304,1.62946,0
9_57375,1.0677,6.6711,0
9_57376,1.041,2.9319,0
9_57377,0.95822,7.28899,0
9_57378,1.102,2.56996,0
9_57379,0.95735,7.35076,0
9_57380,0.76503,10.5159,0
9_57381,0.88178,5.96546,0
9_57382,1.1035,9.57687,0
9_57383,1.0494,7.63985,0
9_57384,0.855,6.27727,0
9_57385,0.80992,9.3342,0
9_57386,1.0523,2.13519,0
9_57387,0.79245,10.0016,0
9_57388,0.88245,6.5597,0
9_57389,0.7674,10.3548,0
9_57390,1.1367,2.79456,0
9_57391,0.98972,1.09692,0
9_57392,1.0178,0.789867,0
9_57393,0.90925,10.225,0
9_57394,0.78819,14.2435,0
9_57395,1.0369,2.7899,0
9_57396,1.0458,7.50826,0
9_57397,1.1446,2.88228,0
9_57398,1.0386,0.565021,0
9_57399,1.0288,1.693,0
9_57400,1.0446,7.49759,0
9_57401,0.90807,10.1624,0
9_57402,0.90731,5.86778,0
9_57403,1.0405,2.89597,0
9_57404,1.0994,5.54213,0
9_57405,0.8197,10.2275,0
9_57406,0.8197,10.2275,0
9_57407,1.0598,5.90271,0
9_57408,1.0598,5.90271,0
9_57409,0.75899,10.9636,0
9_57410,0.98295,3.01429,0
9_57411,1.1197,2.31781,0
9_57412,0.77896,14.0258,0
9_57413,0.93398,11.5093,0
9_57414,0.93398,11.5093,0
9_57415,1.067,2.4079,0
9_57416,0.92902,11.423,0
9_57417,0.93989,11.6919,0
9_57418,1.1109,6.40241,0
9_57419,0.77189,9.81536,0
9_57420,1.0565,1.84927,0
9_57421,1.0572,1.86066,0
9_57422,1.0732,2.39884,0
9_57423,1.1458,3.01087,0
9_57424,0.91415,5.88613,0
9_57425,0.7576,11.1148,0
9_57426,0.75707,11.1794,0
9_57427,1.0547,1.11365,0
9_57428,0.77899,13.0019,0
9_57429,1.0621,6.06396,0
9_57430,1.0084,1.2479,0
9_57431,0.92465,5.99678,0
9_57432,1.0604,6.76984,0
9_57433,0.93767,7.94465,0
9_57434,0.93767,7.94465,0
9_57435,1.066,5.18854,0
9_57436,0.92012,9.77672,0
9_57437,1.0263,0.767715,0
9_57438,1.0967,7.85842,0
9_57439,0.77375,12.7802,0
9_57440,1.0365,1.95471,0
9_57441,0.92087,3.45998,0
9_57442,1.0397,5.09884,0
9_57443,0.93857,4.45702,0
9_57444,1.0139,1.0048,0
9_57445,1.1102,3.32626,0
9_57446,1.1102,3.32626,0
9_57447,1.1006,9.11198,0
9_57448,1.0965,3.93638,0
9_57449,0.93661,11.7421,0
9_57450,1.0415,2.09887,0
9_57451,1.025,6.32808,0
9_57452,1.1137,2.48484,0
9_57453,0.77412,12.6296,0
9_57454,0.77838,14.2892,0
9_57455,1.0803,2.56315,0
9_57456,1.1028,4.97171,0
9_57457,0.78435,13.7315,0
9_57458,0.92133,5.23172,0
9_57459,1.1001,3.25337,0
9_57460,0.77447,12.9707,0
9_57461,1.0779,2.59316,0
9_57462,0.77738,14.4105,0
9_57463,1.1144,2.904,0
9_57464,0.79567,11.3436,0
9_57465,0.81543,10.2747,0
9_57466,1.1172,2.97195,0
9_57467,0.92474,11.0779,0
9_57468,0.93437,11.3177,0
9_57469,0.92102,10.9966,0
9_57470,0.88752,4.90315,0
9_57471,1.0463,2.2873,0
9_57472,0.7622,9.93725,0
9_57473,1.1305,5.01312,0
9_57474,1.1305,5.01312,0
9_57475,0.92368,3.50876,0
9_57476,0.81762,10.4157,0
9_57477,1.1183,3.56042,0
9_57478,1.1183,3.56042,0
9_57479,0.87936,6.31073,0
9_57480,0.788,14.7169,0
9_57481,1.1257,2.56747,0
9_57482,0.87992,6.50154,0
9_57483,0.78275,12.7216,0
9_57484,1.0457,5.10811,0
9_57485,1.0096,7.2643,0
9_57486,1.0608,1.54292,0
9_57487,0.90182,4.06714,0
9_57488,0.88835,5.86577,0
9_57489,0.9235,11.2458,0
9_57490,0.92337,11.2399,0
9_57491,0.93925,11.63,0
9_57492,0.92337,11.2399,0
9_57493,1.1122,3.05525,0
9_57494,1.137,6.52119,0
9_57495,0.78883,14.8074,0
9_57496,1.0899,9.42475,0
9_57497,0.7901,7.3659,0
9_57498,1.1068,2.90731,0
9_57499,0.7562,10.6375,0
9_57500,1.1398,6.61243,0
9_57501,1.1398,6.61243,0
9_57502,1.1273,7.34007,0
9_57503,1.1273,7.34007,0
9_57504,0.93359,11.5912,0
9_57505,0.77826,14.4318,0
9_57506,1.0624,7.70169,0
9_57507,0.81859,10.2537,0
9_57508,0.81859,10.2537,0
9_57509,0.88454,4.77973,0
9_57510,0.77691,14.5885,0
9_57511,0.91393,7.45929,0
9_57512,0.89907,5.80275,0
9_57513,1.0568,2.41096,0
9_57514,0.75869,11.1571,0
9_57515,1.0281,1.80828,0
9_57516,1.0583,2.46483,0
9_57517,0.91715,7.55917,0
9_57518,0.91715,7.55917,0
9_57519,0.90973,6.06253,0
9_57520,1.1279,7.91606,0
9_57521,1.0655,6.64311,0
9_57522,1.1038,4.61508,0
9_57523,1.1095,5.48742,0
9_57524,1.0086,7.41612,0
9_57525,0.91673,6.1158,0
9_57526,0.78352,14.3637,0
9_57527,0.90242,5.71054,0
9_57528,1.0382,5.14481,0
9_57529,1.081,7.11573,0
9_57530,1.0355,1.52355,0
9_57531,1.004,1.49945,0
9_57532,0.77984,13.2843,0
9_57533,1.0342,2.99857,0
9_57534,0.90143,5.67745,0
9_57535,0.89151,6.5195,0
9_57536,0.76827,10.1064,0
9_57537,0.75583,10.4465,0
9_57538,1.0364,3.06133,0
9_57539,1.1109,3.01506,0
9_57540,1.0371,3.08234,0
9_57541,1.117,2.88379,0
9_57542,1.1223,7.36336,0
9_57543,0.82889,6.05377,0
9_57544,1.0396,3.15256,0
9_57545,1.1343,7.34738,0
9_57546,1.0405,3.17615,0
9_57547,0.88703,4.95508,0
9_57548,1.126,7.50759,0
9_57549,1.0638,6.96264,0
9_57550,1.0246,4.54834,0
9_57551,1.0213,4.59243,0
9_57552,0.79019,11.8141,0
9_57553,1.0371,5.27308,0
9_57554,1.0343,1.93459,0
9_57555,1.0485,4.96365,0
9_57556,0.926,8.15368,0
9_57557,0.87896,6.46097,0
9_57558,1.0254,1.24997,0
9_57559,1.0222,0.524377,0
9_57560,0.76123,10.9901,0
9_57561,0.8516,5.56979,0
9_57562,0.91348,4.43702,0
9_57563,0.9075,5.56199,0
9_57564,1.0451,2.49208,0
9_57565,0.91834,11.0693,0
9_57566,0.91834,11.0693,0
9_57567,1.098,7.52503,0
9_57568,0.98844,0.612713,0
9_57569,0.92113,11.2806,0
9_57570,0.93055,8.32726,0
9_57571,0.6709,7.63836,0
9_57572,0.78139,13.7105,0
9_57573,0.78139,13.7105,0
9_57574,0.92432,11.2376,0
9_57575,0.78139,13.7105,0
9_57576,0.78139,13.7105,0
9_57577,1.0204,0.628199,0
9_57578,0.92212,11.6071,0
9_57579,1.1243,5.03111,0
9_57580,0.81355,10.3281,0
9_57581,0.78005,14.4883,0
9_57582,0.78005,14.4883,0
9_57583,0.78005,14.4883,0
9_57584,0.78005,14.4883,0
9_57585,1.0237,4.76713,0
9_57586,1.1247,4.45003,0
9_57587,1.1015,3.29168,0
9_57588,1.0353,5.18604,0
9_57589,1.1139,10.1819,0
9_57590,0.79119,10.0738,0
9_57591,1.1324,6.70928,0
9_57592,1.0357,5.27959,0
9_57593,0.81588,10.4859,0
9_57594,1.019,4.88978,0
9_57595,1.0155,0.986344,0
9_57596,1.1228,5.13652,0
9_57597,1.0758,5.16365,0
9_57598,0.92072,5.49548,0
9_57599,0.77593,14.2987,0
9_57600,0.91421,11.1276,0
9_57601,0.67016,7.68603,0
9_57602,0.78383,13.7786,0
9_57603,1.1379,6.92192,0
9_57604,0.78365,13.8552,0
9_57605,0.88899,5.90621,0
9_57606,1.0945,2.86389,0
9_57607,0.7568,10.3769,0
9_57608,1.1082,3.4717,0
9_57609,0.89964,6.01584,0
9_57610,0.89964,6.01584,0
9_57611,0.79684,7.6584,0
9_57612,0.77331,11.7128,0
9_57613,1.0924,2.88918,0
9_57614,1.0791,7.3636,0
9_57615,0.75623,10.4684,0
9_57616,0.91998,11.6203,0
9_57617,0.87745,6.68041,0
9_57618,0.91971,11.6604,0
9_57619,0.88798,5.11097,0
9_57620,1.0854,5.46853,0
9_57621,0.80831,9.44892,0
9_57622,1.0839,1.97747,0
9_57623,1.1083,5.81223,0
9_57624,1.1096,3.52599,0
9_57625,0.79498,11.3688,0
9_57626,1.1366,8.13807,0
9_57627,0.92152,5.69944,0
9_57628,0.76192,10.7731,0
9_57629,0.70021,8.37526,0
9_57630,1.0592,6.33658,0
9_57631,1.0347,4.76385,0
9_57632,0.81672,6.7445,0
9_57633,1.0333,1.40764,0
9_57634,1.1003,2.89954,0
9_57635,0.91087,4.2527,0
9_57636,0.83759,6.18285,0
9_57637,1.0205,4.93387,0
9_57638,1.1165,3.71375,0
9_57639,1.0612,0.848214,0
9_57640,1.1569,2.55751,0
9_57641,0.94286,12.493,0
9_57642,0.94286,12.493,0
9_57643,0.94286,12.493,0
9_57644,0.94286,12.493,0
9_57645,0.94286,12.493,0
9_57646,0.94286,12.493,0
9_57647,1.0821,1.77114,0
9_57648,0.89968,6.24731,0
9_57649,1.0541,5.98792,0
9_57650,1.0354,5.37532,0
9_57651,0.76298,11.7141,0
9_57652,1.0642,0.908928,0
9_57653,1.0757,6.54507,0
9_57654,0.92206,6.71321,0
9_57655,0.92184,6.78434,0
9_57656,1.125,10.8168,0
9_57657,1.0759,3.62901,0
9_57658,1.1194,3.03587,0
9_57659,0.78132,15.0545,0
9_57660,1.0537,5.63057,0
9_57661,0.78118,15.0824,0
9_57662,0.77302,14.5487,0
9_57663,0.75194,10.8829,0
9_57664,0.75176,10.9154,0
9_57665,1.0857,6.01682,0
9_57666,0.76186,11.9219,0
9_57667,0.93481,11.9123,0
9_57668,1.0347,5.48644,0
9_57669,1.1434,7.79993,0
9_57670,1.0345,5.49073,0
9_57671,1.0341,5.00367,0
9_57672,0.78498,11.1921,0
9_57673,1.0697,5.15866,0
9_57674,0.78457,12.1296,0
9_57675,0.78379,12.3213,0
9_57676,1.0846,7.13932,0
9_57677,1.1488,3.02528,0
9_57678,0.91796,7.2676,0
9_57679,1.1402,8.37235,0
9_57680,1.0396,1.17403,0
9_57681,0.75923,11.7758,0
9_57682,1.0593,5.59645,0
9_57683,0.93209,11.9434,0
9_57684,0.934,11.9952,0
9_57685,1.0577,2.02191,0
9_57686,0.77499,12.7699,0
9_57687,0.9141,4.30772,0
9_57688,0.92478,11.7901,0
9_57689,0.78116,15.2112,0
9_57690,0.78116,15.2112,0
9_57691,1.0348,4.91927,0
9_57692,1.1044,7.01421,0
9_57693,1.1437,8.01856,0
9_57694,0.82127,5.98808,0
9_57695,0.88138,5.0013,0
9_57696,1.0356,6.64132,0
9_57697,0.91866,11.7354,0
9_57698,0.77184,14.6941,0
9_57699,0.66999,7.77069,0
9_57700,0.66953,7.78994,0
9_57701,0.77141,14.7143,0
9_57702,0.91681,5.63768,0
9_57703,0.91527,5.78695,0
9_57704,0.9131,6.07239,0
9_57705,0.91342,5.98359,0
9_57706,0.94096,12.4362,0
9_57707,0.90167,7.83764,0
9_57708,0.77691,12.2037,0
9_57709,0.90347,6.14307,0
9_57710,0.90347,6.14307,0
9_57711,0.90347,6.14307,0
9_57712,0.93124,11.4373,0
9_57713,0.9238,11.2554,0
9_57714,1.1229,10.8082,0
9_57715,1.0812,7.53611,0
9_57716,0.90509,3.77137,0
9_57717,0.81137,4.14823,0
9_57718,0.88707,4.5292,0
9_57719,0.94225,12.552,0
9_57720,1.0696,8.83893,0
9_57721,1.0217,5.38617,0
9_57722,1.0106,9.32004,0
9_57723,1.0106,9.32004,0
9_57724,1.0106,9.32004,0
9_57725,1.0106,9.32004,0
9_57726,1.0106,9.32004,0
9_57727,1.0106,9.32004,0
9_57728,0.77414,14.5698,0
9_57729,1.1075,7.32546,0
9_57730,1.1156,3.13697,0
9_57731,1.0481,5.48288,0
9_57732,0.91426,7.53003,0
9_57733,0.88487,6.51695,0
9_57734,0.77548,14.7497,0
9_57735,0.92777,12.1107,0
9_57736,0.90515,3.36662,0
9_57737,1.008,5.30254,0
9_57738,0.93207,7.84103,0
9_57739,1.109,4.16943,0
9_57740,1.1323,3.38804,0
9_57741,0.91654,6.38904,0
9_57742,0.82507,6.90125,0
9_57743,0.89277,6.09426,0
9_57744,1.0387,0.287307,0
9_57745,1.0493,5.66466,0
9_57746,1.1368,3.20386,0
9_57747,0.93431,8.0447,0
9_57748,0.93431,8.0447,0
9_57749,0.78871,11.92,0
9_57750,1.0609,2.26201,0
9_57751,0.96035,5.2543,0
9_57752,1.0732,9.03028,0
9_57753,0.90365,5.73064,0
9_57754,1.036,2.33705,0
9_57755,0.79114,8.46373,0
9_57756,0.90803,11.1018,0
9_57757,1.0919,2.537,0
9_57758,1.1561,3.61219,0
9_57759,1.1561,3.61219,0
9_57760,1.0337,5.36859,0
9_57761,0.90719,4.80709,0
9_57762,1.0944,1.17566,0
9_57763,0.93067,11.7462,0
9_57764,1.0569,5.06477,0
9_57765,1.1329,4.58931,0
9_57766,1.0963,1.21539,0
9_57767,0.78487,12.2781,0
9_57768,0.67349,7.83442,0
9_57769,0.67349,7.83442,0
9_57770,1.1068,5.42445,0
9_57771,0.92094,6.19178,0
9_57772,0.90712,7.75131,0
9_57773,0.81119,6.8588,0
9_57774,1.0209,1.84035,0
9_57775,0.91659,3.66105,0
9_57776,0.77195,14.9331,0
9_57777,1.115,0.967415,0
9_57778,0.76986,12.1111,0
9_57779,0.90628,7.06585,0
9_57780,0.7709,14.925,0
9_57781,1.1043,2.37549,0
9_57782,1.0365,1.80216,0
9_57783,1.0708,8.99874,0
9_57784,0.90412,6.0543,0
9_57785,0.88701,6.6276,0
9_57786,1.0566,7.11147,0
9_57787,1.0391,6.44723,0
9_57788,1.0922,4.06088,0
9_57789,0.8827,6.71587,0
9_57790,1.0671,2.48266,0
9_57791,1.0636,4.90889,0
9_57792,0.90501,7.72608,0
9_57793,1.0573,7.2154,0
9_57794,0.96508,5.64443,0
9_57795,1.0304,6.8335,0
9_57796,0.94513,12.8938,0
9_57797,0.94513,12.8938,0
9_57798,0.90403,7.69516,0
9_57799,1.0843,7.20754,0
9_57800,1.1206,1.0633,0
9_57801,0.98681,0.802017,0
9_57802,1.1135,5.78759,0
9_57803,1.1193,4.60099,0
9_57804,1.121,6.3191,0
9_57805,1.1102,8.09609,0
9_57806,1.1804,3.35134,0
9_57807,1.1804,3.35134,0
9_57808,0.79007,9.15891,0
9_57809,1.0227,4.95548,0
9_57810,1.1619,3.68975,0
9_57811,0.91094,11.4466,0
9_57812,0.78836,9.38374,0
9_57813,0.91087,11.4863,0
9_57814,0.93345,12.0975,0
9_57815,1.1261,1.15773,0
9_57816,1.0055,5.58412,0
9_57817,1.1621,3.78095,0
9_57818,1.07,6.2327,0
9_57819,0.78528,11.554,0
9_57820,1.0298,3.3247,0
9_57821,0.79045,14.5809,0
9_57822,0.79045,14.5809,0
9_57823,0.79045,14.5809,0
9_57824,0.79045,14.5809,0
9_57825,0.79045,14.5809,0
9_57826,0.79045,14.5809,0
9_57827,0.80591,11.9022,0
9_57828,0.80591,11.9022,0
9_57829,0.79045,14.5809,0
9_57830,1.1245,4.60802,0
9_57831,0.92636,4.87961,0
9_57832,0.77064,8.99263,0
9_57833,1.0391,0.840217,0
9_57834,0.78978,14.6092,0
9_57835,0.78978,14.618,0
9_57836,0.79016,14.6522,0
9_57837,0.76678,13.0031,0
9_57838,0.79015,14.6541,0
9_57839,1.0863,2.4686,0
9_57840,0.78815,9.76983,0
9_57841,0.88142,4.86532,0
9_57842,1.1012,6.08819,0
9_57843,1.0321,1.9914,0
9_57844,1.0293,3.41323,0
9_57845,0.89919,5.31299,0
9_57846,1.1122,7.63543,0
9_57847,0.79504,9.39884,0
9_57848,0.77163,14.2953,0
9_57849,1.0826,3.14069,0
9_57850,0.79013,9.91027,0
9_57851,1.0598,6.05992,0
9_57852,1.0454,2.29278,0
9_57853,0.78952,9.97695,0
9_57854,1.0359,5.47678,0
9_57855,1.0621,1.22641,0
9_57856,1.0626,1.2368,0
9_57857,1.0958,5.7633,0
9_57858,1.0845,7.37548,0
9_57859,0.89007,4.00835,0
9_57860,0.77187,10.0119,0
9_57861,1.0811,3.78745,0
9_57862,1.0812,3.7918,0
9_57863,1.0337,1.92563,0
9_57864,0.78728,11.089,0
9_57865,0.89533,4.52997,0
9_57866,1.1076,8.23775,0
9_57867,0.77041,13.344,0
9_57868,1.0867,3.24168,0
9_57869,0.83145,4.45131,0
9_57870,1.0661,7.87471,0
9_57871,1.0704,7.20751,0
9_57872,1.1033,6.25206,0
9_57873,1.0732,2.21205,0
9_57874,0.79232,10.116,0
9_57875,0.92446,3.84676,0
9_57876,1.1548,3.25532,0
9_57877,1.1548,3.25532,0
9_57878,0.88109,6.92474,0
9_57879,0.88109,6.92474,0
9_57880,0.79017,13.7047,0
9_57881,1.0763,7.91481,0
9_57882,1.1048,6.06269,0
9_57883,1.1163,8.2805,0
9_57884,1.1096,2.38248,0
9_57885,1.027,1.58033,0
9_57886,1.07,3.05669,0
9_57887,1.0519,2.35478,0
9_57888,0.68417,8.10039,0
9_57889,1.0493,2.20091,0
9_57890,0.926,5.67829,0
9_57891,1.1426,5.00778,0
9_57892,1.1426,5.00778,0
9_57893,0.79091,10.5615,0
9_57894,1.0429,0.432784,0
9_57895,0.78058,12.1037,0
9_57896,1.1715,3.36028,0
9_57897,0.98626,0.425886,0
9_57898,0.88397,7.45232,0
9_57899,0.93055,5.17496,0
9_57900,0.68737,8.06413,0
9_57901,0.76403,12.9692,0
9_57902,0.77369,12.1901,0
9_57903,0.98622,1.0319,0
9_57904,1.0358,5.7673,0
9_57905,0.76809,13.3049,0
9_57906,0.79053,10.4908,0
9_57907,1.0901,7.94916,0
9_57908,1.1761,3.50062,0
9_57909,1.0579,2.59135,0
9_57910,1.112,6.40901,0
9_57911,0.77539,12.2576,0
9_57912,0.76853,13.2278,0
9_57913,0.77103,12.9409,0
9_57914,0.80922,10.3574,0
9_57915,1.0803,6.72037,0
9_57916,1.0616,1.27647,0
9_57917,1.1175,2.57984,0
9_57918,0.88081,4.76119,0
9_57919,1.1036,7.72853,0
9_57920,0.7903,13.7561,0
9_57921,0.77794,13.6044,0
9_57922,1.0996,6.26904,0
9_57923,0.98855,1.16531,0
9_57924,1.0364,1.01226,0
9_57925,1.1143,2.75471,0
9_57926,1.1143,2.75471,0
9_57927,0.96076,6.38731,0
9_57928,1.013,1.4791,0
9_57929,1.0028,6.81603,0
9_57930,0.90094,6.23599,0
9_57931,0.9052,7.62106,0
9_57932,1.0861,7.61697,0
9_57933,0.78706,13.926,0
9_57934,1.0564,4.81661,0
9_57935,1.0569,2.40129,0
9_57936,1.0799,5.82662,0
9_57937,0.82237,10.8621,0
9_57938,0.82237,10.8621,0
9_57939,0.80111,10.3084,0
9_57940,1.0802,5.40473,0
9_57941,0.68283,8.08394,0
9_57942,0.68283,8.08394,0
9_57943,0.77367,13.5072,0
9_57944,0.79285,13.7608,0
9_57945,0.78124,13.3609,0
9_57946,0.90273,6.34455,0
9_57947,1.0677,2.39955,0
9_57948,1.087,3.88599,0
9_57949,1.1238,7.11796,0
9_57950,1.1238,7.11796,0
9_57951,0.79829,8.96736,0
9_57952,0.79829,8.96736,0
9_57953,1.0418,6.23557,0
9_57954,1.0721,1.38295,0
9_57955,0.76829,13.5011,0
9_57956,1.0375,1.87945,0
9_57957,0.77352,11.9738,0
9_57958,1.0607,1.83689,0
9_57959,1.0432,1.12433,0
9_57960,0.77195,12.4378,0
9_57961,0.76884,13.563,0
9_57962,0.7869,13.9485,0
9_57963,0.7735,13.1428,0
9_57964,0.77639,13.1576,0
9_57965,0.77512,12.0188,0
9_57966,1.0858,8.02892,0
9_57967,0.78631,14.0039,0
9_57968,1.1633,3.53489,0
9_57969,1.1633,3.53489,0
9_57970,0.90293,5.47654,0
9_57971,1.0395,6.31094,0
9_57972,1.0897,5.76791,0
9_57973,0.89611,7.88149,0
9_57974,1.1199,7.19143,0
9_57975,1.0833,5.17764,0
9_57976,1.0791,4.12587,0
9_57977,0.7686,15.0417,0
9_57978,1.1226,7.30514,0
9_57979,1.1458,3.71575,0
9_57980,0.77835,14.8955,0
9_57981,1.0095,0.771408,0
9_57982,0.88132,5.3507,0
9_57983,0.96974,7.04717,0
9_57984,0.96974,7.04717,0
9_57985,0.77718,11.1961,0
9_57986,1.0959,5.99459,0
9_57987,0.90296,5.68226,0
9_57988,0.92022,8.23859,0
9_57989,0.76789,15.0517,0
9_57990,0.88182,4.93458,0
9_57991,0.90109,7.82918,0
9_57992,0.90229,5.60962,0
9_57993,0.8835,7.05475,0
9_57994,0.88147,5.91054,0
9_57995,1.0903,8.93627,0
9_57996,0.79023,14.0597,0
9_57997,0.90167,6.50119,0
9_57998,0.79234,14.2239,0
9_57999,0.92109,3.90304,0
9_58000,1.086,4.27737,0
9_58001,0.9437,7.52771,0
9_58002,0.92509,8.54179,0
9_58003,0.78789,13.9209,0
9_58004,0.84956,6.68203,0
9_58005,1.0686,3.06412,0
9_58006,1.1401,4.11239,0
9_58007,0.7944,6.95897,0
9_58008,0.96602,7.12366,0
9_58009,1.0937,9.66982,0
9_58010,0.88094,5.94666,0
9_58011,1.083,5.57579,0
9_58012,0.96814,7.22702,0
9_58013,0.76426,13.6146,0
9_58014,0.88177,7.23753,0
9_58015,0.7879,14.031,0
9_58016,0.79034,14.1178,0
9_58017,0.84499,5.94016,0
9_58018,1.1448,3.66056,0
9_58019,0.78988,14.1707,0
9_58020,0.8443,5.98404,0
9_58021,0.7647,13.6728,0
9_58022,0.88142,7.27589,0
9_58023,1.0562,1.88397,0
9_58024,1.0885,5.71926,0
9_58025,1.0689,2.00635,0
9_58026,0.7688,12.3562,0
9_58027,0.79359,13.836,0
9_58028,0.77817,13.9824,0
9_58029,0.77817,13.9824,0
9_58030,0.81736,9.36744,0
9_58031,0.77929,14.0133,0
9_58032,1.0972,2.76166,0
9_58033,1.078,6.64202,0
9_58034,1.1178,5.33762,0
9_58035,1.0676,7.96906,0
9_58036,0.91716,6.24709,0
9_58037,1.0291,6.7904,0
9_58038,1.1081,7.42143,0
9_58039,0.77197,15.4008,0
9_58040,1.1574,3.95417,0
9_58041,1.0375,2.20165,0
9_58042,1.0276,4.80048,0
9_58043,1.0954,10.0325,0
9_58044,0.77502,14.0172,0
9_58045,0.76815,12.6154,0
9_58046,0.77654,14.116,0
9_58047,0.77654,14.116,0
9_58048,1.0768,5.72199,0
9_58049,1.0055,7.55781,0
9_58050,0.79146,10.5846,0
9_58051,1.0332,0.508818,0
9_58052,0.90428,8.11428,0
9_58053,1.0359,6.27885,0
9_58054,1.0746,1.38245,0
9_58055,1.079,6.82237,0
